damage_level,quantity_level,chance_level,damage,quantity,chance,total_cost,product,pareto_frontier
2,2,14,3.0,2.0,24.5,1543.0,1.47,False
2,4,13,3.0,4.0,23.0,1544.0,2.7600000000000002,False
11,5,9,113.0,5.0,17.0,1545.0,96.05000000000001,False
10,1,13,85.0,1.0,23.0,1545.0,19.55,False
1,5,11,2.0,5.0,20.0,1545.0,2.0,False
18,3,6,596.0,3.0,12.5,1550.0,223.5,False
14,5,7,244.0,5.0,14.0,1550.0,170.8,False
8,3,13,46.0,3.0,23.0,1550.0,31.740000000000002,False
2,5,11,3.0,5.0,20.0,1550.0,3.0,False
14,4,10,244.0,4.0,18.5,1552.0,180.56,False
17,3,8,482.0,3.0,15.5,1554.0,224.13,False
3,2,14,5.0,2.0,24.5,1554.0,2.45,False
19,1,4,733.0,1.0,9.5,1555.0,69.635,False
13,1,12,191.0,1.0,21.5,1555.0,41.065,False
3,4,13,5.0,4.0,23.0,1555.0,4.6000000000000005,False
18,4,4,596.0,4.0,9.5,1558.0,226.48,False
16,1,10,387.0,1.0,18.5,1561.0,71.595,False
3,5,11,5.0,5.0,20.0,1561.0,5.0,False
5,1,14,14.0,1.0,24.5,1564.0,3.4299999999999997,False
13,5,8,191.0,5.0,15.5,1566.0,148.025,False
4,2,14,9.0,2.0,24.5,1571.0,4.41,False
15,5,6,309.0,5.0,12.5,1572.0,193.125,False
14,3,11,244.0,3.0,20.0,1572.0,146.4,False
4,4,13,9.0,4.0,23.0,1572.0,8.280000000000001,False
18,2,7,596.0,2.0,14.0,1573.0,166.88000000000002,False
16,5,4,387.0,5.0,9.5,1574.0,183.825,False
10,2,13,85.0,2.0,23.0,1575.0,39.1,False
12,3,12,148.0,3.0,21.5,1576.0,95.46,False
4,5,11,9.0,5.0,20.0,1578.0,9.0,False
19,3,1,733.0,3.0,5.0,1582.0,109.95,False
17,1,9,482.0,1.0,17.0,1583.0,81.94000000000001,False
9,5,10,63.0,5.0,18.5,1583.0,58.275,False
19,2,4,733.0,2.0,9.5,1585.0,139.27,False
13,2,12,191.0,2.0,21.5,1585.0,82.13,False
15,1,11,309.0,1.0,20.0,1587.0,61.800000000000004,False
17,4,7,482.0,4.0,14.0,1588.0,269.92,True
19,3,2,733.0,3.0,6.5,1590.0,142.935,False
16,2,10,387.0,2.0,18.5,1591.0,143.19,False
6,1,14,22.0,1.0,24.5,1593.0,5.39,False
10,4,12,85.0,4.0,21.5,1594.0,73.1,False
5,2,14,14.0,2.0,24.5,1594.0,6.859999999999999,False
5,4,13,14.0,4.0,23.0,1595.0,12.88,False
9,3,13,63.0,3.0,23.0,1597.0,43.47,False
5,5,11,14.0,5.0,20.0,1601.0,14.0,False
11,1,13,113.0,1.0,23.0,1606.0,25.990000000000002,False
17,2,9,482.0,2.0,17.0,1613.0,163.88000000000002,False
1,3,14,2.0,3.0,24.5,1613.0,1.47,False
19,3,3,733.0,3.0,8.0,1616.0,175.92000000000002,False
12,5,9,148.0,5.0,17.0,1616.0,125.80000000000001,False
15,2,11,309.0,2.0,20.0,1617.0,123.60000000000001,False
19,1,5,733.0,1.0,11.0,1617.0,80.63,False
2,3,14,3.0,3.0,24.5,1618.0,2.205,False
18,4,5,596.0,4.0,11.0,1620.0,262.24,False
13,4,11,191.0,4.0,20.0,1622.0,152.8,False
6,2,14,22.0,2.0,24.5,1623.0,10.78,False
6,4,13,22.0,4.0,23.0,1624.0,20.240000000000002,False
7,1,14,32.0,1.0,24.5,1628.0,7.84,False
3,3,14,5.0,3.0,24.5,1629.0,3.675,False
6,5,11,22.0,5.0,20.0,1630.0,22.0,False
16,5,5,387.0,5.0,11.0,1636.0,212.85,False
10,5,10,85.0,5.0,18.5,1636.0,78.625,False
11,2,13,113.0,2.0,23.0,1636.0,51.980000000000004,False
4,3,14,9.0,3.0,24.5,1646.0,6.615,False
19,2,5,733.0,2.0,11.0,1647.0,161.26,False
18,3,7,596.0,3.0,14.0,1648.0,250.32000000000002,False
10,3,13,85.0,3.0,23.0,1650.0,58.650000000000006,False
11,4,12,113.0,4.0,21.5,1655.0,97.17999999999999,False
14,1,12,244.0,1.0,21.5,1655.0,52.46,False
7,2,14,32.0,2.0,24.5,1658.0,15.68,False
18,1,8,596.0,1.0,15.5,1659.0,92.38,False
7,4,13,32.0,4.0,23.0,1659.0,29.44,False
19,3,4,733.0,3.0,9.5,1660.0,208.905,False
13,3,12,191.0,3.0,21.5,1660.0,123.195,False
16,4,9,387.0,4.0,17.0,1664.0,263.16,False
7,5,11,32.0,5.0,20.0,1665.0,32.0,False
16,3,10,387.0,3.0,18.5,1666.0,214.785,False
14,5,8,244.0,5.0,15.5,1666.0,189.1,False
8,1,14,46.0,1.0,24.5,1669.0,11.27,False
5,3,14,14.0,3.0,24.5,1669.0,10.29,False
15,5,7,309.0,5.0,14.0,1670.0,216.3,False
17,5,1,482.0,5.0,5.0,1670.0,120.5,False
15,4,10,309.0,4.0,18.5,1672.0,228.66,False
12,1,13,148.0,1.0,23.0,1677.0,34.04,False
17,5,2,482.0,5.0,6.5,1678.0,156.65,False
14,2,12,244.0,2.0,21.5,1685.0,104.92,False
17,3,9,482.0,3.0,17.0,1688.0,245.82000000000002,False
18,2,8,596.0,2.0,15.5,1689.0,184.76,False
15,3,11,309.0,3.0,20.0,1692.0,185.4,False
11,5,10,113.0,5.0,18.5,1697.0,104.525,False
19,1,6,733.0,1.0,12.5,1697.0,91.625,False
6,3,14,22.0,3.0,24.5,1698.0,16.169999999999998,False
8,2,14,46.0,2.0,24.5,1699.0,22.54,False
18,4,6,596.0,4.0,12.5,1700.0,298.0,True
13,5,9,191.0,5.0,17.0,1700.0,162.35000000000002,False
8,4,13,46.0,4.0,23.0,1700.0,42.32,False
17,4,8,482.0,4.0,15.5,1704.0,298.84,True
17,5,3,482.0,5.0,8.0,1704.0,192.8,False
8,5,11,46.0,5.0,20.0,1706.0,46.0,False
12,2,13,148.0,2.0,23.0,1707.0,68.08,False
11,3,13,113.0,3.0,23.0,1711.0,77.97,False
16,5,6,387.0,5.0,12.5,1716.0,241.875,False
9,1,14,63.0,1.0,24.5,1716.0,15.435,False
19,3,5,733.0,3.0,11.0,1722.0,241.89000000000001,False
14,4,11,244.0,4.0,20.0,1722.0,195.20000000000002,False
12,4,12,148.0,4.0,21.5,1726.0,127.28,False
19,2,6,733.0,2.0,12.5,1727.0,183.25,False
16,1,11,387.0,1.0,20.0,1731.0,77.4,False
19,4,1,733.0,4.0,5.0,1732.0,146.6,False
7,3,14,32.0,3.0,24.5,1733.0,23.52,False
1,5,12,2.0,5.0,21.5,1733.0,2.15,False
17,1,10,482.0,1.0,18.5,1735.0,89.17,False
2,5,12,3.0,5.0,21.5,1738.0,3.225,False
19,4,2,733.0,4.0,6.5,1740.0,190.58,False
9,2,14,63.0,2.0,24.5,1746.0,30.87,False
9,4,13,63.0,4.0,23.0,1747.0,57.96,False
17,5,4,482.0,5.0,9.5,1748.0,228.95,False
3,5,12,5.0,5.0,21.5,1749.0,5.375,False
1,1,15,2.0,1.0,26.0,1750.0,0.52,False
9,5,11,63.0,5.0,20.0,1753.0,63.0,False
2,1,15,3.0,1.0,26.0,1755.0,0.78,False
14,3,12,244.0,3.0,21.5,1760.0,157.38,False
16,2,11,387.0,2.0,20.0,1761.0,154.8,False
13,1,13,191.0,1.0,23.0,1761.0,43.93,False
1,4,14,2.0,4.0,24.5,1763.0,1.96,False
18,3,8,596.0,3.0,15.5,1764.0,277.14,False
17,2,10,482.0,2.0,18.5,1765.0,178.34,False
19,4,3,733.0,4.0,8.0,1766.0,234.56,False
4,5,12,9.0,5.0,21.5,1766.0,9.675,False
3,1,15,5.0,1.0,26.0,1766.0,1.3,False
12,5,10,148.0,5.0,18.5,1768.0,136.9,False
2,4,14,3.0,4.0,24.5,1768.0,2.94,False
10,1,14,85.0,1.0,24.5,1769.0,20.825,False
8,3,14,46.0,3.0,24.5,1774.0,33.81,False
15,1,12,309.0,1.0,21.5,1775.0,66.435,False
20,1,1,898.0,1.0,5.0,1779.0,44.900000000000006,False
3,4,14,5.0,4.0,24.5,1779.0,4.9,False
1,2,15,2.0,2.0,26.0,1780.0,1.04,False
12,3,13,148.0,3.0,23.0,1782.0,102.12,False
4,1,15,9.0,1.0,26.0,1783.0,2.34,False
2,2,15,3.0,2.0,26.0,1785.0,1.56,False
15,5,8,309.0,5.0,15.5,1786.0,239.475,False
20,1,2,898.0,1.0,6.5,1787.0,58.370000000000005,False
5,5,12,14.0,5.0,21.5,1789.0,15.049999999999999,False
13,2,13,191.0,2.0,23.0,1791.0,87.86,False
18,1,9,596.0,1.0,17.0,1793.0,101.32000000000001,False
19,1,7,733.0,1.0,14.0,1795.0,102.62,False
4,4,14,9.0,4.0,24.5,1796.0,8.82,False
3,2,15,5.0,2.0,26.0,1796.0,2.6,False
18,4,7,596.0,4.0,14.0,1798.0,333.76000000000005,True
10,2,14,85.0,2.0,24.5,1799.0,41.65,False
14,5,9,244.0,5.0,17.0,1800.0,207.4,False
10,4,13,85.0,4.0,23.0,1800.0,78.2,False
19,3,6,733.0,3.0,12.5,1802.0,274.875,False
15,2,12,309.0,2.0,21.5,1805.0,132.87,False
10,5,11,85.0,5.0,20.0,1806.0,85.0,False
5,1,15,14.0,1.0,26.0,1806.0,3.64,False
20,2,1,898.0,2.0,5.0,1809.0,89.80000000000001,False
19,4,4,733.0,4.0,9.5,1810.0,278.54,False
17,5,5,482.0,5.0,11.0,1810.0,265.1,False
13,4,12,191.0,4.0,21.5,1810.0,164.26,False
20,1,3,898.0,1.0,8.0,1813.0,71.84,False
4,2,15,9.0,2.0,26.0,1813.0,4.68,False
16,5,7,387.0,5.0,14.0,1814.0,270.90000000000003,False
16,4,10,387.0,4.0,18.5,1816.0,286.38,False
20,2,2,898.0,2.0,6.5,1817.0,116.74000000000001,False
6,5,12,22.0,5.0,21.5,1818.0,23.65,False
5,4,14,14.0,4.0,24.5,1819.0,13.719999999999999,False
9,3,14,63.0,3.0,24.5,1821.0,46.305,False
18,2,9,596.0,2.0,17.0,1823.0,202.64000000000001,False
19,2,7,733.0,2.0,14.0,1825.0,205.24,False
11,1,14,113.0,1.0,24.5,1830.0,27.685,False
6,1,15,22.0,1.0,26.0,1835.0,5.720000000000001,False
16,3,11,387.0,3.0,20.0,1836.0,232.20000000000002,False
5,2,15,14.0,2.0,26.0,1836.0,7.28,False
17,4,9,482.0,4.0,17.0,1838.0,327.76000000000005,False
17,3,10,482.0,3.0,18.5,1840.0,267.51,False
15,4,11,309.0,4.0,20.0,1842.0,247.20000000000002,False
20,2,3,898.0,2.0,8.0,1843.0,143.68,False
6,4,14,22.0,4.0,24.5,1848.0,21.56,False
13,5,10,191.0,5.0,18.5,1852.0,176.675,False
7,5,12,32.0,5.0,21.5,1853.0,34.4,False
1,3,15,2.0,3.0,26.0,1855.0,1.56,False
20,1,4,898.0,1.0,9.5,1857.0,85.31,False
11,2,14,113.0,2.0,24.5,1860.0,55.37,False
2,3,15,3.0,3.0,26.0,1860.0,2.34,False
11,4,13,113.0,4.0,23.0,1861.0,103.96000000000001,False
14,1,13,244.0,1.0,23.0,1861.0,56.120000000000005,False
6,2,15,22.0,2.0,26.0,1865.0,11.440000000000001,False
13,3,13,191.0,3.0,23.0,1866.0,131.79,False
11,5,11,113.0,5.0,20.0,1867.0,113.0,False
7,1,15,32.0,1.0,26.0,1870.0,8.32,False
3,3,15,5.0,3.0,26.0,1871.0,3.9000000000000004,False
19,4,5,733.0,4.0,11.0,1872.0,322.52,False
10,3,14,85.0,3.0,24.5,1874.0,62.475,False
15,3,12,309.0,3.0,21.5,1880.0,199.305,False
18,5,1,596.0,5.0,5.0,1880.0,149.0,False
7,4,14,32.0,4.0,24.5,1883.0,31.36,False
20,3,1,898.0,3.0,5.0,1884.0,134.70000000000002,False
20,2,4,898.0,2.0,9.5,1887.0,170.62,False
18,5,2,596.0,5.0,6.5,1888.0,193.70000000000002,False
4,3,15,9.0,3.0,26.0,1888.0,7.0200000000000005,False
17,5,6,482.0,5.0,12.5,1890.0,301.25,False
14,2,13,244.0,2.0,23.0,1891.0,112.24000000000001,False
20,3,2,898.0,3.0,6.5,1892.0,175.11,False
8,5,12,46.0,5.0,21.5,1894.0,49.449999999999996,False
18,3,9,596.0,3.0,17.0,1898.0,303.96000000000004,False
19,3,7,733.0,3.0,14.0,1900.0,307.86,False
7,2,15,32.0,2.0,26.0,1900.0,16.64,False
12,1,14,148.0,1.0,24.5,1901.0,36.26,False
17,1,11,482.0,1.0,20.0,1905.0,96.4,False
14,4,12,244.0,4.0,21.5,1910.0,209.84,False
19,1,8,733.0,1.0,15.5,1911.0,113.615,False
8,1,15,46.0,1.0,26.0,1911.0,11.96,False
5,3,15,14.0,3.0,26.0,1911.0,10.92,False
18,4,8,596.0,4.0,15.5,1914.0,369.52,True
18,5,3,596.0,5.0,8.0,1914.0,238.4,False
20,3,3,898.0,3.0,8.0,1918.0,215.52,False
20,1,5,898.0,1.0,11.0,1919.0,98.78,False
16,1,12,387.0,1.0,21.5,1919.0,83.205,False
15,5,9,309.0,5.0,17.0,1920.0,262.65000000000003,False
8,4,14,46.0,4.0,24.5,1924.0,45.08,False
16,5,8,387.0,5.0,15.5,1930.0,299.925,False
12,2,14,148.0,2.0,24.5,1931.0,72.52,False
12,4,13,148.0,4.0,23.0,1932.0,136.16,False
17,2,11,482.0,2.0,20.0,1935.0,192.8,False
11,3,14,113.0,3.0,24.5,1935.0,83.05499999999999,False
12,5,11,148.0,5.0,20.0,1938.0,148.0,False
1,5,13,2.0,5.0,23.0,1939.0,2.3000000000000003,False
6,3,15,22.0,3.0,26.0,1940.0,17.16,False
19,2,8,733.0,2.0,15.5,1941.0,227.23,False
9,5,12,63.0,5.0,21.5,1941.0,67.725,False
8,2,15,46.0,2.0,26.0,1941.0,23.92,False
2,5,13,3.0,5.0,23.0,1944.0,3.45,False
18,1,10,596.0,1.0,18.5,1945.0,110.26,False
20,2,5,898.0,2.0,11.0,1949.0,197.56,False
16,2,12,387.0,2.0,21.5,1949.0,166.41,False
19,4,6,733.0,4.0,12.5,1952.0,366.5,False
14,5,10,244.0,5.0,18.5,1952.0,225.7,False
3,5,13,5.0,5.0,23.0,1955.0,5.75,False
18,5,4,596.0,5.0,9.5,1958.0,283.1,False
9,1,15,63.0,1.0,26.0,1958.0,16.38,False
20,3,4,898.0,3.0,9.5,1962.0,255.93,False
14,3,13,244.0,3.0,23.0,1966.0,168.36,False
9,4,14,63.0,4.0,24.5,1971.0,61.74,False
4,5,13,9.0,5.0,23.0,1972.0,10.35,False
18,2,10,596.0,2.0,18.5,1975.0,220.52,False
7,3,15,32.0,3.0,26.0,1975.0,24.96,False
15,1,13,309.0,1.0,23.0,1981.0,71.07000000000001,False
13,1,14,191.0,1.0,24.5,1985.0,46.795,False
16,4,11,387.0,4.0,20.0,1986.0,309.6,False
17,5,7,482.0,5.0,14.0,1988.0,337.40000000000003,False
9,2,15,63.0,2.0,26.0,1988.0,32.76,False
17,4,10,482.0,4.0,18.5,1990.0,356.68,False
10,5,12,85.0,5.0,21.5,1994.0,91.375,False
5,5,13,14.0,5.0,23.0,1995.0,16.1,False
20,1,6,898.0,1.0,12.5,1999.0,112.25,False
1,4,15,2.0,4.0,26.0,2005.0,2.08,False
12,3,14,148.0,3.0,24.5,2006.0,108.78,False
17,3,11,482.0,3.0,20.0,2010.0,289.2,False
2,4,15,3.0,4.0,26.0,2010.0,3.12,False
1,1,16,2.0,1.0,27.5,2010.0,0.55,False
15,2,13,309.0,2.0,23.0,2011.0,142.14000000000001,False
10,1,15,85.0,1.0,26.0,2011.0,22.1,False
13,2,14,191.0,2.0,24.5,2015.0,93.59,False
2,1,16,3.0,1.0,27.5,2015.0,0.8250000000000001,False
19,3,8,733.0,3.0,15.5,2016.0,340.84499999999997,False
13,4,13,191.0,4.0,23.0,2016.0,175.72,False
8,3,15,46.0,3.0,26.0,2016.0,35.88,False
18,5,5,596.0,5.0,11.0,2020.0,327.8,False
3,4,15,5.0,4.0,26.0,2021.0,5.2,False
13,5,11,191.0,5.0,20.0,2022.0,191.0,False
20,3,5,898.0,3.0,11.0,2024.0,296.34,False
16,3,12,387.0,3.0,21.5,2024.0,249.615,False
10,4,14,85.0,4.0,24.5,2024.0,83.3,False
6,5,13,22.0,5.0,23.0,2024.0,25.3,False
3,1,16,5.0,1.0,27.5,2026.0,1.375,False
20,2,6,898.0,2.0,12.5,2029.0,224.5,False
15,4,12,309.0,4.0,21.5,2030.0,265.74,False
20,4,1,898.0,4.0,5.0,2034.0,179.60000000000002,False
4,4,15,9.0,4.0,26.0,2038.0,9.36,False
1,2,16,2.0,2.0,27.5,2040.0,1.1,False
10,2,15,85.0,2.0,26.0,2041.0,44.2,False
20,4,2,898.0,4.0,6.5,2042.0,233.48000000000002,False
4,1,16,9.0,1.0,27.5,2043.0,2.475,False
19,1,9,733.0,1.0,17.0,2045.0,124.61000000000001,False
2,2,16,3.0,2.0,27.5,2045.0,1.6500000000000001,False
18,4,9,596.0,4.0,17.0,2048.0,405.28000000000003,True
19,4,7,733.0,4.0,14.0,2050.0,410.48,True
18,3,10,596.0,3.0,18.5,2050.0,330.78,False
11,5,12,113.0,5.0,21.5,2055.0,121.475,False
3,2,16,5.0,2.0,27.5,2056.0,2.75,False
7,5,13,32.0,5.0,23.0,2059.0,36.800000000000004,False
5,4,15,14.0,4.0,26.0,2061.0,14.56,False
9,3,15,63.0,3.0,26.0,2063.0,49.14,False
16,5,9,387.0,5.0,17.0,2064.0,328.95000000000005,False
5,1,16,14.0,1.0,27.5,2066.0,3.8500000000000005,False
20,4,3,898.0,4.0,8.0,2068.0,287.36,False
15,5,10,309.0,5.0,18.5,2072.0,285.825,False
11,1,15,113.0,1.0,26.0,2072.0,29.380000000000003,False
4,2,16,9.0,2.0,27.5,2073.0,4.95,False
19,2,9,733.0,2.0,17.0,2075.0,249.22000000000003,False
11,4,14,113.0,4.0,24.5,2085.0,110.74,False
14,1,14,244.0,1.0,24.5,2085.0,59.78,False
15,3,13,309.0,3.0,23.0,2086.0,213.21,False
13,3,14,191.0,3.0,24.5,2090.0,140.385,False
6,4,15,22.0,4.0,26.0,2090.0,22.880000000000003,False
17,1,12,482.0,1.0,21.5,2093.0,103.63,False
6,1,16,22.0,1.0,27.5,2095.0,6.050000000000001,False
5,2,16,14.0,2.0,27.5,2096.0,7.700000000000001,False
20,1,7,898.0,1.0,14.0,2097.0,125.72000000000001,False
18,5,6,596.0,5.0,12.5,2100.0,372.5,False
8,5,13,46.0,5.0,23.0,2100.0,52.900000000000006,False
11,2,15,113.0,2.0,26.0,2102.0,58.760000000000005,False
17,5,8,482.0,5.0,15.5,2104.0,373.55,False
20,3,6,898.0,3.0,12.5,2104.0,336.75,False
20,4,4,898.0,4.0,9.5,2112.0,341.24,False
14,2,14,244.0,2.0,24.5,2115.0,119.56,False
18,1,11,596.0,1.0,20.0,2115.0,119.2,False
1,3,16,2.0,3.0,27.5,2115.0,1.6500000000000001,False
14,4,13,244.0,4.0,23.0,2116.0,224.48000000000002,False
10,3,15,85.0,3.0,26.0,2116.0,66.3,False
2,3,16,3.0,3.0,27.5,2120.0,2.475,False
14,5,11,244.0,5.0,20.0,2122.0,244.0,False
17,2,12,482.0,2.0,21.5,2123.0,207.26,False
16,1,13,387.0,1.0,23.0,2125.0,89.01,False
7,4,15,32.0,4.0,26.0,2125.0,33.28,False
6,2,16,22.0,2.0,27.5,2125.0,12.100000000000001,False
12,5,12,148.0,5.0,21.5,2126.0,159.1,False
20,2,7,898.0,2.0,14.0,2127.0,251.44000000000003,False
7,1,16,32.0,1.0,27.5,2130.0,8.8,False
3,3,16,5.0,3.0,27.5,2131.0,4.125,False
19,5,1,733.0,5.0,5.0,2132.0,183.25,False
19,5,2,733.0,5.0,6.5,2140.0,238.225,False
21,1,1,1094.0,1.0,5.0,2141.0,54.7,False
12,1,15,148.0,1.0,26.0,2143.0,38.480000000000004,False
18,2,11,596.0,2.0,20.0,2145.0,238.4,False
9,5,13,63.0,5.0,23.0,2147.0,72.45,False
4,3,16,9.0,3.0,27.5,2148.0,7.425000000000001,False
21,1,2,1094.0,1.0,6.5,2149.0,71.11,False
19,3,9,733.0,3.0,17.0,2150.0,373.83000000000004,False
16,2,13,387.0,2.0,23.0,2155.0,178.02,False
12,4,14,148.0,4.0,24.5,2156.0,145.04,False
17,4,11,482.0,4.0,20.0,2160.0,385.6,False
7,2,16,32.0,2.0,27.5,2160.0,17.6,False
1,5,14,2.0,5.0,24.5,2163.0,2.45,False
19,4,8,733.0,4.0,15.5,2166.0,454.46,True
19,5,3,733.0,5.0,8.0,2166.0,293.2,False
8,4,15,46.0,4.0,26.0,2166.0,47.84,False
2,5,14,3.0,5.0,24.5,2168.0,3.675,False
21,2,1,1094.0,2.0,5.0,2171.0,109.4,False
8,1,16,46.0,1.0,27.5,2171.0,12.65,False
5,3,16,14.0,3.0,27.5,2171.0,11.55,False
12,2,15,148.0,2.0,26.0,2173.0,76.96000000000001,False
20,4,5,898.0,4.0,11.0,2174.0,395.12,False
16,4,12,387.0,4.0,21.5,2174.0,332.82,False
21,1,3,1094.0,1.0,8.0,2175.0,87.52,False
11,3,15,113.0,3.0,26.0,2177.0,88.14,False
21,2,2,1094.0,2.0,6.5,2179.0,142.22,False
3,5,14,5.0,5.0,24.5,2179.0,6.125,False
14,3,14,244.0,3.0,24.5,2190.0,179.34,False
4,5,14,9.0,5.0,24.5,2196.0,11.025,False
19,1,10,733.0,1.0,18.5,2197.0,135.605,False
18,5,7,596.0,5.0,14.0,2198.0,417.20000000000005,False
17,3,12,482.0,3.0,21.5,2198.0,310.89,False
18,4,10,596.0,4.0,18.5,2200.0,441.04,False
10,5,13,85.0,5.0,23.0,2200.0,97.75,False
6,3,16,22.0,3.0,27.5,2200.0,18.150000000000002,False
8,2,16,46.0,2.0,27.5,2201.0,25.3,False
20,3,7,898.0,3.0,14.0,2202.0,377.16,False
21,2,3,1094.0,2.0,8.0,2205.0,175.04,False
15,1,14,309.0,1.0,24.5,2205.0,75.705,False
19,5,4,733.0,5.0,9.5,2210.0,348.175,False
13,5,12,191.0,5.0,21.5,2210.0,205.325,False
20,1,8,898.0,1.0,15.5,2213.0,139.19,False
9,4,15,63.0,4.0,26.0,2213.0,65.52,False
16,5,10,387.0,5.0,18.5,2216.0,357.975,False
9,1,16,63.0,1.0,27.5,2218.0,17.325000000000003,False
21,1,4,1094.0,1.0,9.5,2219.0,103.93,False
5,5,14,14.0,5.0,24.5,2219.0,17.15,False
18,3,11,596.0,3.0,20.0,2220.0,357.6,False
19,2,10,733.0,2.0,18.5,2227.0,271.21,False
13,1,15,191.0,1.0,26.0,2227.0,49.660000000000004,False
16,3,13,387.0,3.0,23.0,2230.0,267.03000000000003,False
15,2,14,309.0,2.0,24.5,2235.0,151.41,False
7,3,16,32.0,3.0,27.5,2235.0,26.400000000000002,False
15,4,13,309.0,4.0,23.0,2236.0,284.28000000000003,False
17,5,9,482.0,5.0,17.0,2238.0,409.70000000000005,False
13,4,14,191.0,4.0,24.5,2240.0,187.18,False
15,5,11,309.0,5.0,20.0,2242.0,309.0,False
20,2,8,898.0,2.0,15.5,2243.0,278.38,False
21,3,1,1094.0,3.0,5.0,2246.0,164.10000000000002,False
12,3,15,148.0,3.0,26.0,2248.0,115.44,False
9,2,16,63.0,2.0,27.5,2248.0,34.650000000000006,False
6,5,14,22.0,5.0,24.5,2248.0,26.95,False
21,2,4,1094.0,2.0,9.5,2249.0,207.86,False
20,4,6,898.0,4.0,12.5,2254.0,449.0,False
21,3,2,1094.0,3.0,6.5,2254.0,213.33,False
13,2,15,191.0,2.0,26.0,2257.0,99.32000000000001,False
11,5,13,113.0,5.0,23.0,2261.0,129.95000000000002,False
1,4,16,2.0,4.0,27.5,2265.0,2.2,False
10,4,15,85.0,4.0,26.0,2266.0,88.4,False
2,4,16,3.0,4.0,27.5,2270.0,3.3000000000000003,False
10,1,16,85.0,1.0,27.5,2271.0,23.375000000000004,False
19,5,5,733.0,5.0,11.0,2272.0,403.15,False
8,3,16,46.0,3.0,27.5,2276.0,37.95,False
21,3,3,1094.0,3.0,8.0,2280.0,262.56,False
21,1,5,1094.0,1.0,11.0,2281.0,120.34,False
3,4,16,5.0,4.0,27.5,2281.0,5.5,False
7,5,14,32.0,5.0,24.5,2283.0,39.2,False
4,4,16,9.0,4.0,27.5,2298.0,9.9,False
17,1,13,482.0,1.0,23.0,2299.0,110.86,False
19,4,9,733.0,4.0,17.0,2300.0,498.44000000000005,True
10,2,16,85.0,2.0,27.5,2301.0,46.75000000000001,False
19,3,10,733.0,3.0,18.5,2302.0,406.815,False
18,1,12,596.0,1.0,21.5,2303.0,128.14,False
14,5,12,244.0,5.0,21.5,2310.0,262.3,False
15,3,14,309.0,3.0,24.5,2310.0,227.115,False
21,2,5,1094.0,2.0,11.0,2311.0,240.68,False
18,5,8,596.0,5.0,15.5,2314.0,461.9,False
20,3,8,898.0,3.0,15.5,2318.0,417.57,False
5,4,16,14.0,4.0,27.5,2321.0,15.400000000000002,False
9,3,16,63.0,3.0,27.5,2323.0,51.975,False
21,3,4,1094.0,3.0,9.5,2324.0,311.79,False
8,5,14,46.0,5.0,24.5,2324.0,56.35,False
11,4,15,113.0,4.0,26.0,2327.0,117.52000000000001,False
14,1,15,244.0,1.0,26.0,2327.0,63.440000000000005,False
17,2,13,482.0,2.0,23.0,2329.0,221.72,False
12,5,13,148.0,5.0,23.0,2332.0,170.20000000000002,False
13,3,15,191.0,3.0,26.0,2332.0,148.98000000000002,False
11,1,16,113.0,1.0,27.5,2332.0,31.075000000000003,False
18,2,12,596.0,2.0,21.5,2333.0,256.28,False
14,4,14,244.0,4.0,24.5,2340.0,239.12,False
20,1,9,898.0,1.0,17.0,2347.0,152.66000000000003,False
17,4,12,482.0,4.0,21.5,2348.0,414.52,False
16,1,14,387.0,1.0,24.5,2349.0,94.815,False
6,4,16,22.0,4.0,27.5,2350.0,24.200000000000003,False
20,4,7,898.0,4.0,14.0,2352.0,502.88000000000005,True
19,5,6,733.0,5.0,12.5,2352.0,458.125,False
14,2,15,244.0,2.0,26.0,2357.0,126.88000000000001,False
21,1,6,1094.0,1.0,12.5,2361.0,136.75,False
11,2,16,113.0,2.0,27.5,2362.0,62.150000000000006,False
19,1,11,733.0,1.0,20.0,2367.0,146.6,False
18,4,11,596.0,4.0,20.0,2370.0,476.8,False
9,5,14,63.0,5.0,24.5,2371.0,77.175,False
10,3,16,85.0,3.0,27.5,2376.0,70.125,False
20,2,9,898.0,2.0,17.0,2377.0,305.32000000000005,False
16,2,14,387.0,2.0,24.5,2379.0,189.63,False
16,4,13,387.0,4.0,23.0,2380.0,356.04,False
7,4,16,32.0,4.0,27.5,2385.0,35.2,False
16,5,11,387.0,5.0,20.0,2386.0,387.0,False
21,3,5,1094.0,3.0,11.0,2386.0,361.02,False
17,5,10,482.0,5.0,18.5,2390.0,445.85,False
21,2,6,1094.0,2.0,12.5,2391.0,273.5,False
21,4,1,1094.0,4.0,5.0,2396.0,218.8,False
19,2,11,733.0,2.0,20.0,2397.0,293.2,False
12,4,15,148.0,4.0,26.0,2398.0,153.92000000000002,False
12,1,16,148.0,1.0,27.5,2403.0,40.7,False
17,3,13,482.0,3.0,23.0,2404.0,332.58000000000004,False
21,4,2,1094.0,4.0,6.5,2404.0,284.44,False
1,5,15,2.0,5.0,26.0,2405.0,2.6,False
18,3,12,596.0,3.0,21.5,2408.0,384.42,False
2,5,15,3.0,5.0,26.0,2410.0,3.9000000000000004,False
13,5,13,191.0,5.0,23.0,2416.0,219.65,False
3,5,15,5.0,5.0,26.0,2421.0,6.5,False
